DataHora;Satelite;Pais;Estado;Municipi;Bioma;DiaSemCh;Precipit;RiscoFog;Latitude;Longitud;AreaIndu;FRP
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;LORETO;Cerrado;63;0;1;"-7,609";"-45,377";;36.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MIRADOR;Cerrado;22;0;1;"-6,352";"-44,487";;24.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SAO VALERIO;Cerrado;107;0;1;"-11,867";"-48,023";;161.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;SAO FELIX DE BALSAS;Cerrado;62;0;1;"-7,346";"-44,96";;26.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;BAHIA;FORMOSA DO RIO PRETO;Cerrado;114;0;1;"-10,772";"-46,148";;206.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;100;0;1;"-5,574";"-45,481";;16.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;PEDRO LAURENTINO;Caatinga;82;0;1;"-8,065";"-42,364";;20.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;60;0;1;"-5,689";"-45,56";;225.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;60;0;1;"-5,682";"-45,591";;40.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;SEBASTIAO LEAL;Cerrado;62;0;1;"-8,002";"-44,043";;27.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;RIACHAO;Cerrado;62;0;1;"-7,621";"-46,768";;29.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MIRADOR;Cerrado;22;0;1;"-6,218";"-44,843";;33.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;CEARA;FARIAS BRITO;Caatinga;82;0;1;"-6,902";"-39,558";;148.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;GUADALUPE;Cerrado;62;0;1;"-6,748";"-43,745";;59.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BARRA DO CORDA;Cerrado;2;0;1;"-5,661";"-45,442";;241.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DARCINOPOLIS;Cerrado;2;0;1;"-6,6";"-47,918";;41.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;PEDRO LAURENTINO;Caatinga;82;0;1;"-8,076";"-42,372";;64.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;MONTE ALEGRE DO PIAUI;Cerrado;114;0;1;"-9,681";"-45,148";;49.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BALSAS;Cerrado;62;0;1;"-7,337";"-45,817";;146
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PINDORAMA DO TOCANTINS;Cerrado;106;0;1;"-11,115";"-47,432";;34.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BALSAS;Cerrado;62;0;1;"-7,729";"-46,289";;24.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;FORMOSA DA SERRA NEGRA;Cerrado;62;0;1;"-6,406";"-46,052";;37.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;SAO RAIMUNDO DAS MANGABEIRAS;Cerrado;62;0;1;"-6,908";"-45,882";;30.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SANTA ROSA DO TOCANTINS;Cerrado;106;0;1;"-11,595";"-48,016";;70.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;ALVORADA DO GURGUEIA;Cerrado;62;0;1;"-8,343";"-43,702";;58.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;PICOS;Caatinga;63;0;1;"-6,903";"-41,548";;535.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;ALVORADA DO GURGUEIA;Cerrado;62;0;1;"-8,355";"-43,713";;25.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PINDORAMA DO TOCANTINS;Cerrado;106;0;1;"-11,104";"-47,459";;269.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;GRAJAU;Cerrado;63;0;1;"-5,925";"-46,104";;22.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BARRA DO CORDA;Cerrado;60;0;1;"-5,676";"-45,298";;27.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;RIO SONO;Cerrado;93;0;1;"-9,837";"-47,171";;60.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BENEDITO LEITE;Cerrado;61;0;1;"-6,953";"-44,337";;13
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;SANTANA DO PIAUI;Caatinga;62;0;1;"-6,894";"-41,549";;145.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BURITI BRAVO;Cerrado;100;0;1;"-5,798";"-43,875";;60.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;RIBEIRO GONCALVES;Cerrado;62;0;1;"-7,787";"-45,339";;14
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BARRA DO CORDA;Cerrado;60;0;1;"-5,694";"-45,352";;35
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;60;0;1;"-5,544";"-45,675";;24.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;LAJEADO NOVO;Cerrado;62;0;1;"-6,075";"-46,717";;26.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;INHUMA;Caatinga;63;0;1;"-6,729";"-41,492";;17.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;CAMPOS LINDOS;Cerrado;62;0;1;"-8,389";"-46,86";;171.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;GUADALUPE;Cerrado;62;0;1;"-6,749";"-43,756";;19.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BURITI BRAVO;Cerrado;22;0;1;"-5,827";"-43,865";;16
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;NOVO ACORDO;Cerrado;111;0;1;"-10,34";"-47,164";;32.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;NOVA IORQUE;Cerrado;62;0;1;"-6,654";"-43,95";;10.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BURITI BRAVO;Cerrado;100;0;1;"-5,799";"-43,886";;15.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MIRADOR;Cerrado;62;0;1;"-6,316";"-44,857";;62.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;AMARANTE;Caatinga;62;0;1;"-6,398";"-42,848";;13.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;ITACAJA;Cerrado;62;0;1;"-8,579";"-47,454";;38
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;ITACAJA;Cerrado;62;0;1;"-8,583";"-47,437";;43.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PARNARAMA;Cerrado;22;0;1;"-5,866";"-43,335";;18.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MIRADOR;Cerrado;62;0;1;"-6,324";"-44,862";;21.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;FLORIANO;Caatinga;22;0;1;"-6,785";"-42,987";;20.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;ITACAJA;Cerrado;62;0;1;"-8,617";"-47,426";;28.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;TOCANTINOPOLIS;Cerrado;3;0;1;"-6,33";"-47,634";;94.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SANTA MARIA DO TOCANTINS;Cerrado;115;0;1;"-8,806";"-47,82";;61.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PARANA;Cerrado;106;0;1;"-12,417";"-47,951";;118.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;FRANCISCO AYRES;Caatinga;22;0;1;"-6,787";"-42,763";;16.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BARRA DO CORDA;Cerrado;60;0;1;"-5,678";"-45,397";;36.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;CURRAIS;Cerrado;62;0;1;"-8,503";"-44,788";;509.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;BERTOLINIA;Cerrado;62;0;1;"-7,956";"-43,938";;44.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;FLORIANO;Caatinga;63;0;1;"-7,038";"-42,901";;52.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;SANTA LUZIA;Amazonia;54;0;"0,56";"-4,701";"-46,127";;32.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PRESIDENTE JUSCELINO;Amazonia;6;"0,27";NaN;"-3,073";"-44,097";;96.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;60;0;1;"-5,479";"-45,616";;46.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;ALTO ALEGRE DO PINDARE;Amazonia;52;0;"0,55";"-3,709";"-45,982";;95.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;CEARA;CARIRE;Caatinga;55;0;NaN;"-3,902";"-40,442";;12.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;ARAME;Amazonia;63;0;"0,58";"-5,252";"-46,222";;18.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;VITORIA DO MEARIM;Amazonia;3;"0,55";"0,55";"-3,639";"-44,923";;12.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;GRAJAU;Cerrado;60;0;1;"-5,494";"-45,809";;54.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PRESIDENTE VARGAS;Cerrado;51;"2,47";"0,68";"-3,306";"-43,938";;13.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;CEARA;CARIRE;Caatinga;55;0;NaN;"-3,89";"-40,425";;16.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;GRAJAU;Cerrado;61;0;1;"-5,481";"-45,795";;271.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MORROS;Cerrado;6;"0,4";"0,73";"-3,183";"-43,718";;36.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;ULIANOPOLIS;Amazonia;2;0;"0,37";"-3,878";"-47,832";;24.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MATOES;Cerrado;52;0;"0,85";"-5,493";"-43,296";;15.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;PARAGOMINAS;Amazonia;14;0;"0,37";"-3,54";"-47,653";;36.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;GRAJAU;Cerrado;60;0;1;"-5,483";"-45,81";;821.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;TERESINA;Cerrado;62;0;1;"-5,2";"-42,765";;23.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;AMARANTE DO MARANHAO;Cerrado;22;0;"0,41";"-5,383";"-46,515";;58.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;PARAGOMINAS;Amazonia;2;0;"0,37";"-3,162";"-47,85";;31.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;CARUTAPERA;Amazonia;16;"0,13";"0,64";"-1,226";"-46,03";;16.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;CASTELO DO PIAUI;Caatinga;20;0;NaN;"-5,333";"-41,572";;13.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;CEARA;SOBRAL;Caatinga;55;0;NaN;"-3,647";"-40,394";;53.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PRESIDENTE JUSCELINO;Amazonia;2;"0,24";NaN;"-3,074";"-44,107";;23.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;AMARANTE DO MARANHAO;Cerrado;62;0;"0,42";"-5,373";"-46,621";;36.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PIAUI;TERESINA;Cerrado;62;0;1;"-5,205";"-42,748";;30.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PRESIDENTE DUTRA;Cerrado;107;0;NaN;"-5,286";"-44,454";;103.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;SAO JOAO DO SOTER;Cerrado;99;0;"0,77";"-4,935";"-43,556";;22.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;TUNTUM;Cerrado;62;0;"0,54";"-5,477";"-44,942";;129.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;TURIACU;Amazonia;41;"0,19";"0,64";"-1,592";"-45,376";;10
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;AMARANTE DO MARANHAO;Cerrado;22;0;"0,41";"-5,385";"-46,532";;76.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;JENIPAPO DOS VIEIRAS;Cerrado;61;0;1;"-5,459";"-45,723";;79.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;MATOES;Cerrado;52;0;"0,85";"-5,484";"-43,297";;93.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;ANAPURUS;Cerrado;51;"0,81";"0,89";"-3,424";"-43,209";;13.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;CAXIAS;Cerrado;99;0;1;"-4,948";"-43,547";;28.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;PERITORO;Cerrado;53;0;"0,51";"-4,382";"-44,332";;14.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;BARRA DO CORDA;Cerrado;53;0;"0,49";"-5,328";"-45,189";;57.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;MARANHAO;CAXIAS;Cerrado;99;0;1;"-4,934";"-43,545";;8.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;CEARA;ITAPIUNA;Caatinga;86;0;NaN;"-4,658";"-38,81";;10.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MOJU;Amazonia;4;0;"0,15";"-3,362";"-49,246";;44.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MARABA;Amazonia;4;0;"0,15";"-5,259";"-49,023";;195.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MARABA;Amazonia;4;0;"0,15";"-5,263";"-49,049";;230.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;ITUPIRANGA;Amazonia;4;"1,34";"0,15";"-4,884";"-49,945";;36
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;BREU BRANCO;Amazonia;16;0;"0,15";"-4,027";"-49,213";;44.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MOJU;Amazonia;4;0;"0,15";"-3,364";"-49,238";;33.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MARABA;Amazonia;4;0;"0,15";"-5,259";"-49,018";;120.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MARABA;Amazonia;4;0;"0,15";"-5,263";"-49,044";;421.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MOJU;Amazonia;4;0;"0,15";"-3,367";"-49,264";;32.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;PARAGOMINAS;Amazonia;14;0;"0,15";"-3,324";"-48,535";;28.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,357";"-49,239";;106.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,916";"-49,982";;89.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;16;0;1;"-9,045";"-50,626";;92.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;JUARINA;Amazonia;62;0;"0,24";"-8,242";"-49,133";;230.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,46";"-8,367";"-50,837";;132.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,646";"-49,259";;429.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,351";"-49,247";;65.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;COUTO MAGALHAES;Amazonia;62;0;"0,23";"-8,238";"-49,103";;180.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;RIO MARIA;Amazonia;2;0;"0,1";"-7,161";"-49,31";;220.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;LAGOA DA CONFUSAO;Cerrado;15;0;1;"-10,778";"-50,186";;114.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,32";"-8,294";"-50,973";;109.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;104;0;1;"-9,101";"-50,79";;95.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,886";"-50,022";;741.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;81;0;1;"-9,463";"-50,183";;80
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SAO SALVADOR DO TOCANTINS;Cerrado;34;0;1;"-12,689";"-48,515";;121.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,911";"-49,945";;75.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;GOIAS;URUACU;Cerrado;93;0;1;"-14,089";"-48,815";;309.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;104;0;1;"-9,022";"-50,423";;196
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;BANNACH;Amazonia;2;0;"0,14";"-7,367";"-50,781";;47.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;LAGOA DA CONFUSAO;Cerrado;13;0;1;"-10,927";"-50,246";;276.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SANTA RITA DO TOCANTINS;Cerrado;34;0;1;"-11,057";"-49,669";;66.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;LAGOA DA CONFUSAO;Cerrado;13;0;1;"-10,924";"-50,199";;164.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;104;0;1;"-9,173";"-50,315";;298.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;GOIAS;URUACU;Cerrado;93;0;1;"-14,085";"-48,78";;134.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CONCEICAO DO ARAGUAIA;Amazonia;2;0;"0,05";"-7,735";"-49,42";;36.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PIUM;Cerrado;34;0;1;"-10,413";"-50,467";;92.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;OURILANDIA DO NORTE;Amazonia;2;0;"0,08";"-7,102";"-50,825";;58.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,52";"-8,387";"-50,711";;169.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;MATO GROSSO;SANTA TEREZINHA;Cerrado;104;0;1;"-10,414";"-50,626";;87.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,641";"-49,264";;91.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CONCEICAO DO ARAGUAIA;Amazonia;104;0;1;"-8,717";"-49,56";;42.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;ARAGUACEMA;Cerrado;2;0;1;"-8,765";"-49,42";;46.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;98;0;"0,82";"-8,478";"-50,854";;154
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,906";"-49,953";;123.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,49";"-8,372";"-50,874";;161.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,869";"-50,024";;400.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;CRISTALANDIA;Cerrado;15;0;1;"-10,735";"-49,045";;124.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,637";"-49,229";;328.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SANTA RITA DO TOCANTINS;Cerrado;34;0;1;"-11,061";"-49,706";;75.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,367";"-49,245";;98.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;DUERE;Cerrado;34;0;1;"-11,361";"-49,273";;47.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;104;0;1;"-9,021";"-50,428";;170
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;JUARINA;Amazonia;62;0;"0,22";"-8,223";"-49,105";;121.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,32";"-8,296";"-50,842";;106.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,46";"-8,367";"-50,834";;111.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;81;0;1;"-9,456";"-50,153";;121.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;MATO GROSSO;SANTA TEREZINHA;Cerrado;34;0;1;"-10,397";"-50,639";;153.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;AGUA AZUL DO NORTE;Amazonia;2;0;"0,1";"-7,162";"-50,423";;106.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;JUARINA;Amazonia;62;0;"0,22";"-8,227";"-49,135";;118.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,43";"-8,357";"-50,749";;55.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;CRISTALANDIA;Cerrado;15;0;1;"-10,719";"-49,047";;61.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;AGUA AZUL DO NORTE;Amazonia;2;0;"0,91";"-7,087";"-50,444";;81
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PIUM;Cerrado;15;0;1;"-10,49";"-50,039";;168.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,33";"-8,301";"-50,891";;98.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTANA DO ARAGUAIA;Amazonia;104;0;1;"-9,1";"-50,786";;102.2
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;GURUPI;Cerrado;115;0;1;"-11,785";"-48,958";;197
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;PIUM;Cerrado;15;0;1;"-10,493";"-50,031";;141
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;104;0;1;"-8,894";"-49,991";;192.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;LAGOA DA CONFUSAO;Cerrado;15;0;1;"-10,778";"-50,182";;84.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;RIO MARIA;Amazonia;2;0;"0,09";"-7,157";"-49,303";;230.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;SANTA RITA DO TOCANTINS;Cerrado;34;0;1;"-11,065";"-49,698";;101.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;TOCANTINS;LAGOA DA CONFUSAO;Cerrado;13;0;1;"-10,928";"-50,239";;249.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;REDENCAO;Amazonia;2;0;"0,55";"-8,394";"-50,007";;90.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,52";"-8,389";"-49,972";;49.3
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,3";"-8,286";"-50,77";;93.1
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;BANNACH;Amazonia;2;0;"0,15";"-7,356";"-50,816";;75.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,3";"-8,289";"-50,929";;124.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;93;0;1;"-8,621";"-50,073";;97.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;AGUA AZUL DO NORTE;Amazonia;2;0;"0,92";"-7,091";"-50,439";;74.6
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,3";"-8,289";"-50,937";;162
2019/09/08 16:20:00;AQUA_M-T;Brasil;MATO GROSSO;SANTA TEREZINHA;Cerrado;104;0;1;"-10,401";"-50,674";;310.8
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;MARABA;Amazonia;2;0;"0,04";"-5,903";"-49,969";;32.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CONCEICAO DO ARAGUAIA;Amazonia;62;0;"0,18";"-8,081";"-49,68";;40.4
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;AGUA AZUL DO NORTE;Amazonia;2;0;"0,87";"-7,056";"-50,297";;44.7
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,52";"-8,387";"-50,707";;298.5
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;SANTA MARIA DAS BARREIRAS;Amazonia;2;0;"0,52";"-8,383";"-50,667";;129.9
2019/09/08 16:20:00;AQUA_M-T;Brasil;PARA;CUMARU DO NORTE;Amazonia;2;0;"0,3";"-8,287";"-50,762";;104.6
