"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Brasil, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano";""
"Tocantinópolis (TO)";"2011";"163002,5"
"Tocantinópolis (TO)";"2012";"180524,4"
"Tocantinópolis (TO)";"2013";"210669,7"
"Tocantinópolis (TO)";"2014";"225045,8"
"Tocantinópolis (TO)";"2015";"242601,7"
"Tocantinópolis (TO)";"2016";"270914,3"
"Tupirama (TO)";"2002";"5982,5"
"Tupirama (TO)";"2003";"11821,0"
"Tupirama (TO)";"2004";"18415,8"
"Tupirama (TO)";"2005";"16460,1"
"Tupirama (TO)";"2006";"11161,0"
"Tupirama (TO)";"2007";"13461,4"
"Tupirama (TO)";"2008";"21256,0"
"Tupirama (TO)";"2009";"27154,6"
"Tupirama (TO)";"2010";"26070,7"
"Tupirama (TO)";"2011";"27996,8"
"Tupirama (TO)";"2012";"50326,6"
"Tupirama (TO)";"2013";"79472,3"
"Tupirama (TO)";"2014";"68282,0"
"Tupirama (TO)";"2015";"47484,6"
"Tupirama (TO)";"2016";"46015,0"
"Tupiratins (TO)";"2002";"4438,7"
"Tupiratins (TO)";"2003";"5688,3"
"Tupiratins (TO)";"2004";"6819,7"
"Tupiratins (TO)";"2005";"7906,4"
"Tupiratins (TO)";"2006";"8717,6"
"Tupiratins (TO)";"2007";"25824,4"
"Tupiratins (TO)";"2008";"26048,7"
"Tupiratins (TO)";"2009";"16080,1"
"Tupiratins (TO)";"2010";"21176,3"
"Tupiratins (TO)";"2011";"16958,6"
"Tupiratins (TO)";"2012";"26537,6"
"Tupiratins (TO)";"2013";"21890,7"
"Tupiratins (TO)";"2014";"25997,6"
"Tupiratins (TO)";"2015";"24533,3"
"Tupiratins (TO)";"2016";"28032,3"
"Wanderlândia (TO)";"2002";"30184,1"
"Wanderlândia (TO)";"2003";"38162,9"
"Wanderlândia (TO)";"2004";"51353,3"
"Wanderlândia (TO)";"2005";"55857,4"
"Wanderlândia (TO)";"2006";"73112,0"
"Wanderlândia (TO)";"2007";"88047,7"
"Wanderlândia (TO)";"2008";"97616,8"
"Wanderlândia (TO)";"2009";"64710,5"
"Wanderlândia (TO)";"2010";"80223,4"
"Wanderlândia (TO)";"2011";"99374,4"
"Wanderlândia (TO)";"2012";"99233,5"
"Wanderlândia (TO)";"2013";"125772,2"
"Wanderlândia (TO)";"2014";"134428,1"
"Wanderlândia (TO)";"2015";"138572,5"
"Wanderlândia (TO)";"2016";"153154,9"
"Xambioá (TO)";"2002";"35746,0"
"Xambioá (TO)";"2003";"42606,3"
"Xambioá (TO)";"2004";"45866,9"
"Xambioá (TO)";"2005";"49781,6"
"Xambioá (TO)";"2006";"53329,1"
"Xambioá (TO)";"2007";"58862,4"
"Xambioá (TO)";"2008";"75643,8"
"Xambioá (TO)";"2009";"123774,3"
"Xambioá (TO)";"2010";"230191,9"
"Xambioá (TO)";"2011";"274785,2"
"Xambioá (TO)";"2012";"245286,9"
"Xambioá (TO)";"2013";"286393,4"
"Xambioá (TO)";"2014";"318805,2"
"Xambioá (TO)";"2015";"313481,3"
"Xambioá (TO)";"2016";"296574,0"
"Açailândia (MA)";"2002";"676328,5"
"Açailândia (MA)";"2003";"836471,1"
"Açailândia (MA)";"2004";"920588,1"
"Açailândia (MA)";"2005";"1061039,9"
"Açailândia (MA)";"2006";"1415190,2"
"Açailândia (MA)";"2007";"1245952,9"
"Açailândia (MA)";"2008";"1130193,2"
"Açailândia (MA)";"2009";"1064801,6"
"Açailândia (MA)";"2010";"1012037,1"
"Açailândia (MA)";"2011";"1118519,6"
"Açailândia (MA)";"2012";"1299489,9"
"Açailândia (MA)";"2013";"1567270,5"
"Açailândia (MA)";"2014";"1780202,7"
"Açailândia (MA)";"2015";"2015260,2"
"Açailândia (MA)";"2016";"1999546,3"
"Afonso Cunha (MA)";"2002";"6115,3"
"Afonso Cunha (MA)";"2003";"7543,2"
"Afonso Cunha (MA)";"2004";"8628,4"
"Afonso Cunha (MA)";"2005";"8129,9"
"Afonso Cunha (MA)";"2006";"8910,8"
"Afonso Cunha (MA)";"2007";"10990,4"
"Afonso Cunha (MA)";"2008";"13320,8"
"Afonso Cunha (MA)";"2009";"16015,5"
"Afonso Cunha (MA)";"2010";"17246,6"
"Afonso Cunha (MA)";"2011";"21081,0"
"Afonso Cunha (MA)";"2012";"23330,2"
"Afonso Cunha (MA)";"2013";"27805,3"
"Afonso Cunha (MA)";"2014";"35663,3"
"Afonso Cunha (MA)";"2015";"36079,9"
"Afonso Cunha (MA)";"2016";"35459,2"
"Água Doce do Maranhão (MA)";"2002";"10862,5"
"Água Doce do Maranhão (MA)";"2003";"13120,9"
"Água Doce do Maranhão (MA)";"2004";"14045,0"
"Água Doce do Maranhão (MA)";"2005";"15991,3"
"Água Doce do Maranhão (MA)";"2006";"20366,4"
"Água Doce do Maranhão (MA)";"2007";"21665,8"
"Água Doce do Maranhão (MA)";"2008";"26688,3"
"Água Doce do Maranhão (MA)";"2009";"29411,5"
"Água Doce do Maranhão (MA)";"2010";"32945,1"
"Água Doce do Maranhão (MA)";"2011";"41380,2"
"Água Doce do Maranhão (MA)";"2012";"43202,6"
"Água Doce do Maranhão (MA)";"2013";"53097,7"
"Água Doce do Maranhão (MA)";"2014";"59142,8"
"Água Doce do Maranhão (MA)";"2015";"64838,1"
"Água Doce do Maranhão (MA)";"2016";"73287,1"
"Alcântara (MA)";"2002";"24160,6"
"Alcântara (MA)";"2003";"26158,1"
"Alcântara (MA)";"2004";"27826,6"
"Alcântara (MA)";"2005";"33925,0"
"Alcântara (MA)";"2006";"39359,7"
"Alcântara (MA)";"2007";"43774,1"
"Alcântara (MA)";"2008";"48397,3"
"Alcântara (MA)";"2009";"55314,4"
"Alcântara (MA)";"2010";"59899,8"
"Alcântara (MA)";"2011";"79659,3"
"Alcântara (MA)";"2012";"140050,8"
"Alcântara (MA)";"2013";"87865,9"
"Alcântara (MA)";"2014";"100008,8"
"Alcântara (MA)";"2015";"104435,0"
"Alcântara (MA)";"2016";"117494,6"
"Aldeias Altas (MA)";"2002";"23414,6"
"Aldeias Altas (MA)";"2003";"27799,3"
"Aldeias Altas (MA)";"2004";"31456,2"
"Aldeias Altas (MA)";"2005";"33297,4"
"Aldeias Altas (MA)";"2006";"37425,4"
"Aldeias Altas (MA)";"2007";"42994,6"
"Aldeias Altas (MA)";"2008";"63154,6"
"Aldeias Altas (MA)";"2009";"74828,5"
"Aldeias Altas (MA)";"2010";"77637,6"
"Aldeias Altas (MA)";"2011";"91433,9"
"Aldeias Altas (MA)";"2012";"102171,4"
"Aldeias Altas (MA)";"2013";"114884,6"
"Aldeias Altas (MA)";"2014";"170017,2"
"Aldeias Altas (MA)";"2015";"208642,4"
"Aldeias Altas (MA)";"2016";"169251,8"
"Altamira do Maranhão (MA)";"2002";"10577,1"
"Altamira do Maranhão (MA)";"2003";"14290,0"
"Altamira do Maranhão (MA)";"2004";"15146,9"
"Altamira do Maranhão (MA)";"2005";"17265,4"
"Altamira do Maranhão (MA)";"2006";"19187,6"
"Altamira do Maranhão (MA)";"2007";"20620,9"
"Altamira do Maranhão (MA)";"2008";"28808,2"
"Altamira do Maranhão (MA)";"2009";"26061,6"
"Altamira do Maranhão (MA)";"2010";"30449,5"
"Altamira do Maranhão (MA)";"2011";"36216,8"
"Altamira do Maranhão (MA)";"2012";"39630,4"
"Altamira do Maranhão (MA)";"2013";"45859,4"
"Altamira do Maranhão (MA)";"2014";"54920,4"
"Altamira do Maranhão (MA)";"2015";"60096,7"
"Altamira do Maranhão (MA)";"2016";"62194,0"
"Alto Alegre do Maranhão (MA)";"2002";"30338,5"
"Alto Alegre do Maranhão (MA)";"2003";"37689,0"
"Alto Alegre do Maranhão (MA)";"2004";"36753,1"
"Alto Alegre do Maranhão (MA)";"2005";"40151,5"
"Alto Alegre do Maranhão (MA)";"2006";"56384,8"
"Alto Alegre do Maranhão (MA)";"2007";"52729,9"
"Alto Alegre do Maranhão (MA)";"2008";"72529,2"
"Alto Alegre do Maranhão (MA)";"2009";"83589,9"
"Alto Alegre do Maranhão (MA)";"2010";"97104,5"
"Alto Alegre do Maranhão (MA)";"2011";"109427,3"
"Alto Alegre do Maranhão (MA)";"2012";"143848,4"
"Alto Alegre do Maranhão (MA)";"2013";"164803,7"
"Alto Alegre do Maranhão (MA)";"2014";"201197,5"
"Alto Alegre do Maranhão (MA)";"2015";"202297,8"
"Alto Alegre do Maranhão (MA)";"2016";"217023,7"
"Alto Alegre do Pindaré (MA)";"2002";"46237,0"
"Alto Alegre do Pindaré (MA)";"2003";"51031,7"
"Alto Alegre do Pindaré (MA)";"2004";"61125,7"
"Alto Alegre do Pindaré (MA)";"2005";"63381,2"
"Alto Alegre do Pindaré (MA)";"2006";"73056,9"
"Alto Alegre do Pindaré (MA)";"2007";"78297,8"
"Alto Alegre do Pindaré (MA)";"2008";"95501,8"
"Alto Alegre do Pindaré (MA)";"2009";"98626,2"
"Alto Alegre do Pindaré (MA)";"2010";"97761,9"
"Alto Alegre do Pindaré (MA)";"2011";"117278,2"
"Alto Alegre do Pindaré (MA)";"2012";"125138,2"
"Alto Alegre do Pindaré (MA)";"2013";"134433,6"
"Alto Alegre do Pindaré (MA)";"2014";"135087,6"
"Alto Alegre do Pindaré (MA)";"2015";"145517,6"
"Alto Alegre do Pindaré (MA)";"2016";"175650,1"
"Alto Parnaíba (MA)";"2002";"25309,2"
"Alto Parnaíba (MA)";"2003";"54138,9"
"Alto Parnaíba (MA)";"2004";"54222,2"
"Alto Parnaíba (MA)";"2005";"61077,1"
"Alto Parnaíba (MA)";"2006";"49172,5"
"Alto Parnaíba (MA)";"2007";"56080,1"
"Alto Parnaíba (MA)";"2008";"104733,9"
"Alto Parnaíba (MA)";"2009";"134309,9"
"Alto Parnaíba (MA)";"2010";"131202,0"
"Alto Parnaíba (MA)";"2011";"152707,4"
"Alto Parnaíba (MA)";"2012";"212651,7"
"Alto Parnaíba (MA)";"2013";"248823,2"
"Alto Parnaíba (MA)";"2014";"285923,5"
"Alto Parnaíba (MA)";"2015";"310911,5"
"Alto Parnaíba (MA)";"2016";"184857,7"
"Amapá do Maranhão (MA)";"2002";"8860,3"
"Amapá do Maranhão (MA)";"2003";"9717,7"
"Amapá do Maranhão (MA)";"2004";"11099,7"
"Amapá do Maranhão (MA)";"2005";"11037,1"
"Amapá do Maranhão (MA)";"2006";"12684,0"
"Amapá do Maranhão (MA)";"2007";"14760,6"
"Amapá do Maranhão (MA)";"2008";"18990,0"
"Amapá do Maranhão (MA)";"2009";"21645,6"
"Amapá do Maranhão (MA)";"2010";"21934,5"
"Amapá do Maranhão (MA)";"2011";"24680,0"
"Amapá do Maranhão (MA)";"2012";"29018,3"
"Amapá do Maranhão (MA)";"2013";"31556,5"
"Amapá do Maranhão (MA)";"2014";"35409,4"
"Amapá do Maranhão (MA)";"2015";"39113,1"
"Amapá do Maranhão (MA)";"2016";"48651,9"
"Amarante do Maranhão (MA)";"2002";"48789,4"
"Amarante do Maranhão (MA)";"2003";"64255,1"
"Amarante do Maranhão (MA)";"2004";"72298,7"
"Amarante do Maranhão (MA)";"2005";"73908,8"
"Amarante do Maranhão (MA)";"2006";"88281,5"
"Amarante do Maranhão (MA)";"2007";"100579,3"
"Amarante do Maranhão (MA)";"2008";"118468,9"
"Amarante do Maranhão (MA)";"2009";"114390,5"
"Amarante do Maranhão (MA)";"2010";"129545,1"
"Amarante do Maranhão (MA)";"2011";"142056,8"
"Amarante do Maranhão (MA)";"2012";"171111,3"
"Amarante do Maranhão (MA)";"2013";"195082,7"
"Amarante do Maranhão (MA)";"2014";"224895,1"
"Amarante do Maranhão (MA)";"2015";"251506,7"
"Amarante do Maranhão (MA)";"2016";"285206,2"
"Anajatuba (MA)";"2002";"27896,7"
"Anajatuba (MA)";"2003";"34944,6"
"Anajatuba (MA)";"2004";"38252,6"
"Anajatuba (MA)";"2005";"44253,7"
"Anajatuba (MA)";"2006";"49263,8"
"Anajatuba (MA)";"2007";"52758,4"
"Anajatuba (MA)";"2008";"69075,0"
"Anajatuba (MA)";"2009";"73849,1"
"Anajatuba (MA)";"2010";"82435,3"
"Anajatuba (MA)";"2011";"98863,5"
"Anajatuba (MA)";"2012";"110148,5"
"Anajatuba (MA)";"2013";"127903,3"
"Anajatuba (MA)";"2014";"141744,1"
"Anajatuba (MA)";"2015";"149009,6"
"Anajatuba (MA)";"2016";"173717,1"
"Anapurus (MA)";"2002";"17065,5"
"Anapurus (MA)";"2003";"26155,2"
