date,areaMunKm,areaUcKm,uc,uf,municipio
20/07/2019,0.0665,0,,PA,Altamira
01/09/2019,0.1016,0.1016,FLORESTA NACIONAL DO AMANA,PA,Itaituba
29/08/2019,0.0735,0.0735,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
29/08/2019,0.015,0.015,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
29/08/2019,0.084,0.084,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
06/05/2019,0.0919,0.107,FLORESTA NACIONAL DO AMANA,PA,Itaituba
06/05/2019,0.0773,0.1168,FLORESTA NACIONAL DO AMANA,PA,Itaituba
06/05/2019,0.0711,0.0711,FLORESTA NACIONAL DO AMANA,PA,Itaituba
29/08/2019,0.1749,0.1749,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
01/04/2019,0.0017,0.0907,FLORESTA NACIONAL DO AMANA,PA,Itaituba
18/08/2019,0.1065,0.1065,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
02/02/2019,0.04,0.066,FLORESTA NACIONAL DO AMANA,PA,Itaituba
18/08/2019,0.1214,0.1214,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
18/08/2019,0.2129,0.2129,FLORESTA NACIONAL DO AMANA,PA,Itaituba
30/10/2018,0.1551,0.2174,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
30/10/2018,0.0204,0.2174,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
30/10/2018,0.1135,0.1428,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
30/10/2018,0.1474,0.1484,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
30/10/2018,0.116,0.154,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
30/10/2018,0.0126,0.0129,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
15/08/2019,0.0123,0.0123,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
30/10/2018,0.0957,0.1195,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
12/08/2019,0.0695,0.0695,FLORESTA NACIONAL DE ALTAMIRA,PA,Itaituba
21/10/2018,0.1057,0.1058,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
12/08/2019,0.0682,0.0682,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
12/08/2019,0.0956,0.0956,FLORESTA NACIONAL DO AMANA,PA,Itaituba
12/08/2019,0.0735,0.0735,FLORESTA NACIONAL DO AMANA,PA,Jacareacanga
12/08/2019,0.1216,0.1216,FLORESTA NACIONAL DO AMANA,PA,Itaituba
12/08/2019,0.104,0.104,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/10/2018,0.0061,0.0691,FLORESTA NACIONAL DO AMANA,PA,Itaituba
01/10/2018,0.0719,0.1122,FLORESTA NACIONAL DO AMANA,PA,Itaituba
01/10/2018,0.0232,0.1122,FLORESTA NACIONAL DO AMANA,PA,Itaituba
12/08/2019,0.0784,0.0784,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
12/08/2019,0.2459,0.2459,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
10/08/2019,0.0667,0.0667,FLORESTA NACIONAL DE CARAJÁS,PA,Parauapebas
10/08/2019,0.1121,0.1121,FLORESTA NACIONAL DE CARAJÁS,PA,Parauapebas
09/08/2019,0.0652,0.0652,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
09/08/2019,0.0959,0.0959,PARQUE NACIONAL DO JAMANXIM,PA,Itaituba
09/08/2019,0.1667,0.1667,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
09/08/2019,0.0722,0.0722,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
09/08/2019,0.0698,0.0698,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
09/08/2019,0.0962,0.0962,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
09/08/2019,0.0412,0.0412,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
09/08/2019,0.0254,0.0254,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
09/08/2019,0.0719,0.0719,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
08/08/2019,0.0844,0.0844,FLORESTA NACIONAL DO JAMARI,RO,Itapua do Oeste
07/08/2019,0.1349,0.1349,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba
31/07/2019,0.0956,0.0956,FLORESTA NACIONAL DO AMANA,PA,Itaituba
31/07/2019,0.0847,0.0847,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
31/07/2019,0.0646,0.0646,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
31/07/2019,0.0851,0.0851,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
31/07/2019,0.0767,0.0767,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
31/07/2019,0.0696,0.0696,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
31/07/2019,0.0775,0.0775,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
31/07/2019,0.085,0.085,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/05/2019,0.0772,0,,MT,Nova Bandeirantes
20/05/2019,0.0663,0,,MT,Apiacas
20/05/2019,0.1601,0,,MT,Novo Mundo
20/05/2019,0.0822,0,,MT,Novo Mundo
31/07/2019,0.0805,0.0805,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
31/07/2019,0.0687,0.0687,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
29/07/2019,0.085,0.085,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0725,0.0725,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/05/2019,0.1343,0,,MT,Paranaita
20/05/2019,0.0684,0,,MT,Paranaita
26/07/2019,0.1251,0.1251,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes
26/07/2019,0.1051,0.1051,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes
26/07/2019,0.1133,0.1133,PARQUE NACIONAL DO JURUENA,MT,Nova Bandeirantes
26/07/2019,0.2078,0.2078,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
10/01/2019,0.0646,0,,MT,Nova Lacerda
26/07/2019,0.0872,0.0872,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.0668,0.0668,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.1531,0.1531,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.0792,0.0792,PARQUE NACIONAL DO JAMANXIM,PA,Trairao
26/07/2019,0.1836,0.1836,FLORESTA NACIONAL DE ITAITUBA II,PA,Itaituba
26/07/2019,0.1241,0.1241,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.004,0.004,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
26/07/2019,0.1264,0.1264,FLORESTA NACIONAL DE ITAITUBA II,PA,Itaituba
26/07/2019,0.0709,0.0709,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.086,0.086,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1334,0.1334,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.3359,0.3359,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.4323,0.4323,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.1226,0.1226,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
26/07/2019,0.1526,0.1526,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
26/07/2019,0.0906,0.0906,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1158,0.1158,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0635,0.0635,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1419,0.1419,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0892,0.0892,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0784,0.0784,FLORESTA NACIONAL DE ITAITUBA II,PA,Trairao
26/07/2019,0.1127,0.1127,FLORESTA NACIONAL DE ITAITUBA II,PA,Trairao
26/07/2019,0.3069,0.3069,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0626,0.0626,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.131,0.131,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
26/07/2019,0.1446,0.1446,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.0953,0.0953,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.1598,0.1598,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.1131,0.1131,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.1058,0.1058,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.0728,0.0728,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
26/07/2019,0.2,0.2,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0808,0.0808,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0641,0.0641,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0658,0.0658,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0713,0.0713,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0719,0.0719,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
07/02/2019,0.0828,0,,RR,Alto Alegre
07/02/2019,0.1223,0,,RR,Alto Alegre
07/02/2019,0.0853,0,,RR,Amajari
07/02/2019,0.0715,0,,RR,Amajari
07/02/2019,0.1294,0,,RR,Amajari
26/07/2019,0.0997,0.0997,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1919,0.1919,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0821,0.0821,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0828,0.0828,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0712,0.0712,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1247,0.1247,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.113,0.113,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1275,0.1275,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0768,0.0768,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0672,0.0672,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0737,0.0737,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0756,0.0756,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1214,0.1214,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
26/07/2019,0.1051,0.1051,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
26/07/2019,0.1575,0.1575,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
26/07/2019,0.1127,0.1127,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.106,0.106,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.0944,0.0944,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
26/07/2019,0.1272,0.1272,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
23/07/2019,0.1621,0.1621,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
23/07/2019,0.063,0.063,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
21/07/2019,0.2799,0.2799,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba
21/07/2019,0.1766,0.1766,FLORESTA NACIONAL DE CARAJÁS,PA,Parauapebas
20/07/2019,0.0735,0.0735,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.069,0.069,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.113,0.113,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0843,0.0843,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0839,0.0839,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.1388,0.1388,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0836,0.0836,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0893,0.0893,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.1977,0.1977,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0735,0.0735,FLORESTA NACIONAL DE URUPADI,AM,Maues
20/07/2019,0.0762,0.0762,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0724,0.0724,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0749,0.0749,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.0802,0.0802,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
20/07/2019,0.1677,0.1677,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
17/07/2019,0.0903,0.0903,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
14/07/2019,0.0454,0.0454,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
14/07/2019,0.0842,0.0842,FLORESTA NACIONAL DO AMANA,PA,Itaituba
14/07/2019,0.0755,0.0755,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
14/07/2019,0.0644,0.0644,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
14/07/2019,0.0718,0.0718,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
14/07/2019,0.142,0.142,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
14/07/2019,0.0738,0.0738,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
14/07/2019,0.0658,0.0658,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
14/07/2019,0.0063,0.0063,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
14/07/2019,0.0001,0.0001,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
14/07/2019,0.2901,0.2901,FLORESTA NACIONAL DE URUPADI,AM,Maues
14/07/2019,0.0683,0.0683,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
17/09/2018,0.0654,0,,MT,Matupa
14/07/2019,0.1273,0.1273,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
14/07/2019,0.1138,0.1138,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
14/07/2019,0.0695,0.0695,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
11/07/2019,0.107,0.107,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
08/07/2019,0.0154,0.0154,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
08/07/2019,0.1056,0.1056,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
08/07/2019,0.0918,0.0918,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
08/07/2019,0.1085,0.1085,FLORESTA NACIONAL DO AMANA,PA,Itaituba
08/07/2019,0.074,0.074,FLORESTA NACIONAL DO AMANA,PA,Jacareacanga
08/07/2019,0.0642,0.0642,FLORESTA NACIONAL DO AMANA,PA,Jacareacanga
08/07/2019,0.0683,0.0683,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
08/07/2019,0.0731,0.0731,FLORESTA NACIONAL DE URUPADI,AM,Maues
08/07/2019,0.0992,0.0992,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
08/07/2019,0.0938,0.0938,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
08/07/2019,0.0736,0.0736,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
08/07/2019,0.0818,0.0818,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
08/07/2019,0.0715,0.0715,PARQUE NACIONAL DO RIO NOVO,PA,Itaituba
06/07/2019,0.1941,0.1941,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba
03/07/2019,0.2207,0.2207,FLORESTA NACIONAL DE ITAITUBA I,PA,Trairao
27/06/2019,0.0394,0.0394,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
27/06/2019,0.1289,0.1289,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
27/06/2019,0.1925,0.1925,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
27/06/2019,0.1011,0.1011,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
27/06/2019,0.1258,0.1258,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
27/06/2019,0.0692,0.0692,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Jacareacanga
27/06/2019,0.126,0.126,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
27/06/2019,0.01,0.01,FLORESTA NACIONAL DE ITAITUBA II,PA,Itaituba
24/06/2019,0.0829,0.0829,FLORESTA NACIONAL DO AMANA,PA,Itaituba
24/06/2019,0.2382,0.2382,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Trairao
24/06/2019,0.0773,0.0773,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
24/06/2019,0.0322,0.0322,FLORESTA NACIONAL DE ITAITUBA II,PA,Itaituba
24/06/2019,0.159,0.159,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
24/06/2019,0.0741,0.0741,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
21/06/2019,0.0642,0.0642,FLORESTA NACIONAL DE ALTAMIRA,PA,Altamira
21/06/2019,0.1221,0.1221,FLORESTA NACIONAL DE ALTAMIRA,PA,Altamira
21/06/2019,0.0682,0.0682,FLORESTA NACIONAL DO AMANA,PA,Itaituba
21/06/2019,0.121,0.121,FLORESTA NACIONAL DO AMANA,PA,Itaituba
18/06/2019,0.1004,0.1004,PARQUE NACIONAL DO JAMANXIM,PA,Trairao
18/06/2019,0.104,0.104,PARQUE NACIONAL DO JAMANXIM,PA,Itaituba
18/06/2019,0.0464,0.0464,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
18/06/2019,0.1447,0.1447,FLORESTA NACIONAL DO AMANA,PA,Itaituba
18/06/2019,0.1272,0.1272,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
18/06/2019,0.0651,0.0651,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
18/06/2019,0.0239,0.0239,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
21/06/2019,0.0438,0.0438,FLORESTA NACIONAL DE ALTAMIRA,PA,Itaituba
21/06/2019,0.0973,0.0973,PARQUE NACIONAL DO JAMANXIM,PA,Itaituba
18/06/2019,0.0862,0.0862,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
21/06/2019,0.0712,0.0712,FLORESTA NACIONAL DE ALTAMIRA,PA,Altamira
17/06/2019,0.0707,0.0707,FLORESTA NACIONAL DO JAMARI,RO,Itapua do Oeste
18/06/2019,0.0668,0.0668,FLORESTA NACIONAL DO AMANA,PA,Itaituba
16/06/2019,0.1862,0.1862,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba
12/06/2019,0.0628,0.0628,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
10/06/2019,0.4204,0.4204,FLORESTA NACIONAL DO TAPIRAPÉAQUIRI,PA,Maraba
12/06/2019,0.0931,0.0931,FLORESTA NACIONAL DE ALTAMIRA,PA,Trairao
09/06/2019,0.0139,0.0139,FLORESTA NACIONAL DE ITAITUBA I,PA,Itaituba
07/06/2019,0.0778,0.0778,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
07/06/2019,0.0751,0.0751,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.1345,0.1345,FLORESTA NACIONAL DO CREPORI,PA,Jacareacanga
04/06/2019,0.0829,0.0829,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.0634,0.0634,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.123,0.123,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.1012,0.1012,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.0027,0.0027,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
04/06/2019,0.1409,0.1409,FLORESTA NACIONAL DE ALTAMIRA,PA,Itaituba
29/05/2019,0.0694,0.0694,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.096,0.096,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0944,0.0944,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0661,0.0661,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0757,0.0757,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.2065,0.2065,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
09/12/2018,0.0925,0,,RO,Rio Crespo
09/12/2018,0.0669,0,,RO,Rio Crespo
29/05/2019,0.1122,0.1122,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1215,0.1215,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1326,0.1326,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0909,0.0909,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0871,0.0871,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0725,0.0725,PARQUE NACIONAL DO JAMANXIM,PA,Trairao
29/05/2019,0.0765,0.0765,PARQUE NACIONAL DO JAMANXIM,PA,Trairao
29/05/2019,0.1112,0.1112,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1008,0.1008,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1857,0.1857,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0791,0.0791,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1121,0.1121,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0856,0.0856,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1702,0.1702,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.255,0.255,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0645,0.0645,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0001,0.0001,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0699,0.0699,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.0881,0.0881,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.11,0.11,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
29/05/2019,0.1539,0.1539,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba
